HOG	OG	Gene Tree Parent Clade	Acinetobacter_baumannii_17978	Acinetobacter_baumannii_19606	Acinetobacter_baumannii_19606_RS	Acinetobacter_baumannii_AB30	Acinetobacter_baumannii_AB30_RS
N0.HOG0000968	OG0000892	n0	A1S_0956	GO593_11130	GO593_RS11130	IX87_00755	IX87_RS00715
N0.HOG0000969	OG0000893	n0	A1S_0957	GO593_11135	GO593_RS11135	IX87_00750	IX87_RS00710
N0.HOG0000970	OG0000894	n0	A1S_0958	GO593_11140	GO593_RS11140	IX87_00745	IX87_RS00705
N0.HOG0000971	OG0000895	n0	A1S_0959	GO593_11145	GO593_RS11145	IX87_00740	IX87_RS00700
N0.HOG0000972	OG0000896	n0	A1S_0960	GO593_11150	GO593_RS11150	IX87_00735	IX87_RS00695
N0.HOG0000973	OG0000897	n0	A1S_0961	GO593_11155	GO593_RS11155	IX87_00730	IX87_RS00690
N0.HOG0000974	OG0000898	n0	A1S_0962	GO593_11160	GO593_RS11160	IX87_00725	IX87_RS00685
N0.HOG0000975	OG0000899	n0	A1S_0963	GO593_11165	GO593_RS11165	IX87_00720	IX87_RS00680
N0.HOG0000976	OG0000900	n0	A1S_0964	GO593_11170	GO593_RS11170	IX87_00715	IX87_RS00675
N0.HOG0000977	OG0000901	n0	A1S_0965	GO593_11175	GO593_RS11175	IX87_00710	IX87_RS00670
N0.HOG0000978	OG0000902	n0	A1S_0966	GO593_11185	GO593_RS11185	IX87_00700	IX87_RS00660
N0.HOG0000979	OG0000903	n0	A1S_0967	GO593_11190	GO593_RS11190	IX87_00695	IX87_RS00655
N0.HOG0000980	OG0000904	n0	A1S_0969	GO593_11200	GO593_RS11200	IX87_00685	IX87_RS00645
N0.HOG0000981	OG0000905	n0	A1S_0970	GO593_11205	GO593_RS11205	IX87_00680	IX87_RS00640
N0.HOG0000982	OG0000906	n0	A1S_0971	GO593_11210	GO593_RS11210	IX87_00675	IX87_RS00635
N0.HOG0000983	OG0000907	n0	A1S_0972	GO593_11215	GO593_RS11215	IX87_00665	IX87_RS00630
N0.HOG0000984	OG0000908	n0	A1S_0973	GO593_11220	GO593_RS11220	IX87_00660	IX87_RS00625
N0.HOG0000985	OG0000909	n0	A1S_0975	GO593_11225	GO593_RS11225	IX87_00655	IX87_RS00620
N0.HOG0000986	OG0000910	n0	A1S_0976	GO593_11235	GO593_RS11235	IX87_00645	IX87_RS00610
N0.HOG0000987	OG0000911	n0	A1S_0977	GO593_11240	GO593_RS11240	IX87_00640	IX87_RS00605
N0.HOG0000988	OG0000912	n0	A1S_0978	GO593_11245	GO593_RS11245	IX87_00635	IX87_RS00600
N0.HOG0000989	OG0000913	n0	A1S_0979	GO593_11250	GO593_RS11250	IX87_00630	IX87_RS00595
N0.HOG0000990	OG0000914	n0	A1S_0980	GO593_11255	GO593_RS11255	IX87_00625	IX87_RS00590
N0.HOG0000991	OG0000915	n0	A1S_0982	GO593_11260	GO593_RS11260	IX87_00620	IX87_RS00585
N0.HOG0000992	OG0000916	n0	A1S_0983	GO593_11265	GO593_RS11265	IX87_00615	IX87_RS00580
N0.HOG0000993	OG0000917	n0	A1S_0984	GO593_11270	GO593_RS11270	IX87_00610	IX87_RS00575
N0.HOG0000994	OG0000918	n0	A1S_0985	GO593_11275	GO593_RS11275	IX87_00605	IX87_RS00570
N0.HOG0000995	OG0000919	n0	A1S_0986	GO593_11280	GO593_RS11280	IX87_00600	IX87_RS00565
N0.HOG0000996	OG0000920	n0	A1S_0987	GO593_11285	GO593_RS11285	IX87_00595	IX87_RS00560
N0.HOG0000997	OG0000921	n0	A1S_0988	GO593_11290	GO593_RS11290	IX87_00590	IX87_RS00555
N0.HOG0000998	OG0000922	n0	A1S_0989	GO593_11295	GO593_RS11295	IX87_00585	IX87_RS00550
N0.HOG0000999	OG0000923	n0	A1S_0991	GO593_11310	GO593_RS11310	IX87_00575	IX87_RS00540
N0.HOG0001000	OG0000924	n0	A1S_0992	GO593_11315	GO593_RS11315	IX87_00570	IX87_RS00535
N0.HOG0001001	OG0000925	n0	A1S_0993	GO593_11320	GO593_RS11320	IX87_00565	IX87_RS00530
N0.HOG0001002	OG0000926	n0	A1S_0994	GO593_11325	GO593_RS11325	IX87_00560	IX87_RS00525
N0.HOG0001003	OG0000927	n0	A1S_0995	GO593_11330	GO593_RS11330	IX87_00555	IX87_RS00520
N0.HOG0001004	OG0000928	n0	A1S_0996	GO593_11335	GO593_RS11335	IX87_00550	IX87_RS00515
N0.HOG0001005	OG0000929	n0	A1S_0997	GO593_11340	GO593_RS11340	IX87_00535	IX87_RS00500
N0.HOG0001006	OG0000930	n0	A1S_0998	GO593_11345	GO593_RS11345	IX87_00530	IX87_RS00495
N0.HOG0001007	OG0000931	n0	A1S_0999	GO593_11350	GO593_RS11350	IX87_00525	IX87_RS00490
N0.HOG0001008	OG0000932	n0	A1S_1000	GO593_11360	GO593_RS11360	IX87_00515	IX87_RS00485
N0.HOG0001009	OG0000933	n0	A1S_1001	GO593_11365	GO593_RS11365	IX87_00510	IX87_RS00480
N0.HOG0001010	OG0000934	n0	A1S_1002	GO593_11370	GO593_RS11370	IX87_00505	IX87_RS00475
N0.HOG0001011	OG0000935	n0	A1S_1003	GO593_11375	GO593_RS11375	IX87_00500	IX87_RS00470
N0.HOG0001012	OG0000936	n0	A1S_1004	GO593_11380	GO593_RS11380	IX87_00495	IX87_RS00465
N0.HOG0001013	OG0000937	n0	A1S_1005	GO593_11385	GO593_RS11385	IX87_00480	IX87_RS00450
N0.HOG0001014	OG0000938	n0	A1S_1006	GO593_11390	GO593_RS11390	IX87_00475	IX87_RS00445
N0.HOG0001015	OG0000939	n0	A1S_1008	GO593_11395	GO593_RS11395	IX87_00470	IX87_RS00440
N0.HOG0001016	OG0000940	n0	A1S_1009	GO593_11400	GO593_RS11400	IX87_00465	IX87_RS00435
N0.HOG0001017	OG0000941	n0	A1S_1010	GO593_11405	GO593_RS11405	IX87_00460	IX87_RS00430
N0.HOG0001018	OG0000942	n0	A1S_1011	GO593_11410	GO593_RS11410	IX87_00450	IX87_RS00425
N0.HOG0001019	OG0000943	n0	A1S_1012	GO593_11415	GO593_RS11415	IX87_00445	IX87_RS00420
N0.HOG0001020	OG0000944	n0	A1S_1013	GO593_11420	GO593_RS11420	IX87_00440	IX87_RS00415
N0.HOG0001021	OG0000945	n0	A1S_1014	GO593_11425	GO593_RS11425	IX87_00430	IX87_RS00405
N0.HOG0001022	OG0000946	n0	A1S_1015	GO593_11430	GO593_RS11430	IX87_00425	IX87_RS00400
N0.HOG0001023	OG0000947	n0	A1S_1016	GO593_11435	GO593_RS11435	IX87_00420	IX87_RS00395
N0.HOG0001024	OG0000948	n0	A1S_1017	GO593_11440	GO593_RS11440	IX87_00415	IX87_RS00390
N0.HOG0001025	OG0000949	n0	A1S_1018	GO593_11445	GO593_RS11445	IX87_00410	IX87_RS00385
N0.HOG0001026	OG0000950	n0	A1S_1019	GO593_11450	GO593_RS11450	IX87_00405	IX87_RS00380
N0.HOG0001027	OG0000951	n0	A1S_1020	GO593_11455	GO593_RS11455	IX87_00400	IX87_RS00375
N0.HOG0001028	OG0000952	n0	A1S_1021	GO593_11460	GO593_RS11460	IX87_00395	IX87_RS00370
N0.HOG0001029	OG0000953	n0	A1S_1022	GO593_11465	GO593_RS11465	IX87_00390	IX87_RS00365
N0.HOG0001030	OG0000954	n0	A1S_1023	GO593_11470	GO593_RS11470	IX87_00385	IX87_RS00360
N0.HOG0001031	OG0000955	n0	A1S_1024	GO593_11480	GO593_RS11480	IX87_00375	IX87_RS00355
N0.HOG0001032	OG0000956	n0	A1S_1025	GO593_11485	GO593_RS11485	IX87_00370	IX87_RS00350
N0.HOG0001033	OG0000957	n0	A1S_1026	GO593_11490	GO593_RS11490	IX87_00365	IX87_RS00345
N0.HOG0001034	OG0000958	n0	A1S_1027	GO593_11495	GO593_RS11495	IX87_00360	IX87_RS00340
N0.HOG0001035	OG0000959	n0	A1S_1028	GO593_11500	GO593_RS11500	IX87_00355	IX87_RS00335
N0.HOG0001036	OG0000960	n0	A1S_1029	GO593_11505	GO593_RS11505	IX87_00350	IX87_RS00330
N0.HOG0001037	OG0000961	n0	A1S_1030	GO593_11510	GO593_RS11510	IX87_00345	IX87_RS00325
N0.HOG0001038	OG0000962	n0	A1S_1032	GO593_11515	GO593_RS11515	IX87_00330	IX87_RS00310
N0.HOG0001039	OG0000963	n0	A1S_1033	GO593_11520	GO593_RS11520	IX87_00325	IX87_RS00305
N0.HOG0001040	OG0000964	n0	A1S_1034	GO593_11525	GO593_RS11525	IX87_00320	IX87_RS00300
N0.HOG0001041	OG0000965	n0	A1S_1035	GO593_11530	GO593_RS11530	IX87_00315	IX87_RS00295
N0.HOG0001042	OG0000966	n0	A1S_1036	GO593_11910	GO593_RS11910	IX87_05765	IX87_RS05625
N0.HOG0001043	OG0000967	n0	A1S_1037	GO593_11915	GO593_RS11915	IX87_05760	IX87_RS05620
N0.HOG0001044	OG0000968	n0	A1S_1038	GO593_11920	GO593_RS11920	IX87_05755	IX87_RS05615
N0.HOG0001045	OG0000969	n0	A1S_1039	GO593_11925	GO593_RS11925	IX87_05750	IX87_RS05610
N0.HOG0001046	OG0000970	n0	A1S_1040	GO593_11930	GO593_RS11930	IX87_05745	IX87_RS05605
N0.HOG0001047	OG0000971	n0	A1S_1041	GO593_11935	GO593_RS11935	IX87_05740	IX87_RS05600
N0.HOG0001048	OG0000972	n0	A1S_1042	GO593_11940	GO593_RS11940	IX87_05735	IX87_RS05595
N0.HOG0001049	OG0000973	n0	A1S_1043	GO593_11945	GO593_RS11945	IX87_05730	IX87_RS05590
N0.HOG0001050	OG0000974	n0	A1S_1045	GO593_11950	GO593_RS11950	IX87_05725	IX87_RS05585
N0.HOG0001051	OG0000975	n0	A1S_1046	GO593_11955	GO593_RS11955	IX87_05720	IX87_RS05580
N0.HOG0001052	OG0000976	n0	A1S_1047	GO593_11960	GO593_RS11960	IX87_05715	IX87_RS05575
N0.HOG0001053	OG0000977	n0	A1S_1048	GO593_11970	GO593_RS11970	IX87_05705	IX87_RS05565
N0.HOG0001054	OG0000978	n0	A1S_1049	GO593_11975	GO593_RS11975	IX87_05700	IX87_RS05560
N0.HOG0001055	OG0000979	n0	A1S_1050	GO593_11980	GO593_RS11980	IX87_05695	IX87_RS05555
N0.HOG0001056	OG0000980	n0	A1S_1051	GO593_11985	GO593_RS11985	IX87_05690	IX87_RS05550
N0.HOG0001057	OG0000981	n0	A1S_1052	GO593_11990	GO593_RS11990	IX87_05685	IX87_RS05545
N0.HOG0001058	OG0000982	n0	A1S_1053	GO593_11995	GO593_RS11995	IX87_05680	IX87_RS05540
N0.HOG0001059	OG0000983	n0	A1S_1054	GO593_12000	GO593_RS12000	IX87_05675	IX87_RS05535
N0.HOG0001060	OG0000984	n0	A1S_1056	GO593_12010	GO593_RS12010	IX87_05665	IX87_RS05525
N0.HOG0001061	OG0000985	n0	A1S_1057	GO593_12015	GO593_RS12015	IX87_05660	IX87_RS05520
N0.HOG0001062	OG0000986	n0	A1S_1058	GO593_12020	GO593_RS12020	IX87_05655	IX87_RS05515
N0.HOG0001063	OG0000987	n0	A1S_1062	GO593_12030	GO593_RS12030	IX87_05645	IX87_RS05505
N0.HOG0001064	OG0000988	n0	A1S_1063	GO593_12035	GO593_RS12035	IX87_05640	IX87_RS05500
N0.HOG0001065	OG0000989	n0	A1S_1065	GO593_12045	GO593_RS12045	IX87_05630	IX87_RS05490
N0.HOG0001066	OG0000990	n0	A1S_1066	GO593_12050	GO593_RS12050	IX87_05625	IX87_RS05485
N0.HOG0001067	OG0000991	n0	A1S_1069	GO593_12060	GO593_RS12060	IX87_05600	IX87_RS05460
N0.HOG0001068	OG0000992	n0	A1S_2413, A1S_2414, A1S_1073	GO593_13010	GO593_RS13010		
N0.HOG0001069	OG0000993	n0	A1S_1082	GO593_12295	GO593_RS12295	IX87_05480	IX87_RS05345
N0.HOG0001070	OG0000994	n0	A1S_1084	GO593_12305	GO593_RS12305	IX87_05470	IX87_RS05335
N0.HOG0001071	OG0000995	n0	A1S_1085	GO593_12310	GO593_RS12310	IX87_05465	IX87_RS05330
N0.HOG0001072	OG0000996	n0	A1S_1086	GO593_12315	GO593_RS12315	IX87_05455	IX87_RS05325
N0.HOG0001073	OG0000997	n0	A1S_1087	GO593_12320	GO593_RS12320	IX87_05450	IX87_RS05320
N0.HOG0001074	OG0000998	n0	A1S_1088	GO593_12325	GO593_RS12325	IX87_05445	IX87_RS05315
N0.HOG0001075	OG0000999	n0	A1S_1089	GO593_12330	GO593_RS12330	IX87_05440	IX87_RS05310
N0.HOG0001076	OG0001000	n0	A1S_1090	GO593_12335	GO593_RS12335	IX87_05435	IX87_RS05305
N0.HOG0001077	OG0001001	n0	A1S_1095	GO593_12375	GO593_RS12375	IX87_05405	IX87_RS05275
N0.HOG0001078	OG0001002	n0	A1S_1096	GO593_12380	GO593_RS12380	IX87_05400	IX87_RS05270
N0.HOG0001079	OG0001003	n0	A1S_1097	GO593_12385	GO593_RS12385	IX87_20020	IX87_RS19650
N0.HOG0001080	OG0001004	n0	A1S_1098	GO593_12390	GO593_RS12390	IX87_05375	IX87_RS05245
N0.HOG0001081	OG0001005	n0	A1S_1099	GO593_12395	GO593_RS12395	IX87_05370	IX87_RS05240
N0.HOG0001082	OG0001006	n0	A1S_1101	GO593_12405	GO593_RS12405	IX87_05340	IX87_RS05210
N0.HOG0001083	OG0001007	n0	A1S_1103	GO593_12415	GO593_RS12415	IX87_05350	IX87_RS05220
N0.HOG0001084	OG0001008	n0	A1S_1105	GO593_12425	GO593_RS12425	IX87_05320	IX87_RS05190
N0.HOG0001085	OG0001009	n0	A1S_1106	GO593_12430	GO593_RS12430	IX87_05315	IX87_RS05185
N0.HOG0001086	OG0001010	n0	A1S_1107	GO593_12435	GO593_RS12435	IX87_05310	IX87_RS05180
N0.HOG0001087	OG0001011	n0	A1S_1109	GO593_12445	GO593_RS12445	IX87_05300	IX87_RS05170
N0.HOG0001088	OG0001012	n0	A1S_1110	GO593_12450	GO593_RS12450	IX87_05295	IX87_RS05165
N0.HOG0001089	OG0001013	n0	A1S_1111	GO593_12455	GO593_RS12455	IX87_05290	IX87_RS05160
N0.HOG0001090	OG0001014	n0	A1S_1112	GO593_12460	GO593_RS12460	IX87_05285	IX87_RS05155
N0.HOG0001091	OG0001015	n0	A1S_1113	GO593_12465	GO593_RS12465	IX87_05280	IX87_RS05150
N0.HOG0001092	OG0001016	n0	A1S_1114	GO593_12470	GO593_RS12470	IX87_05275	IX87_RS05145
N0.HOG0001093	OG0001017	n0	A1S_1115	GO593_12475	GO593_RS12475	IX87_05270	IX87_RS05140
N0.HOG0001094	OG0001018	n0	A1S_1116	GO593_12480	GO593_RS12480	IX87_05265	IX87_RS05135
N0.HOG0001095	OG0001019	n0	A1S_1117	GO593_12485	GO593_RS12485	IX87_05240	IX87_RS05110
N0.HOG0001096	OG0001020	n0	A1S_1118	GO593_12490	GO593_RS12490	IX87_05235	IX87_RS05105
N0.HOG0001097	OG0001021	n0	A1S_1119	GO593_12495	GO593_RS12495	IX87_05230	IX87_RS05100
N0.HOG0001098	OG0001022	n0	A1S_1121	GO593_12500	GO593_RS12500	IX87_05225	IX87_RS05095
N0.HOG0001099	OG0001023	n0	A1S_1123	GO593_12510	GO593_RS12510	IX87_05215	IX87_RS05085
N0.HOG0001100	OG0001024	n0	A1S_1124	GO593_12515	GO593_RS12515	IX87_05210	IX87_RS05080
N0.HOG0001101	OG0001025	n0	A1S_1125	GO593_12520	GO593_RS12520	IX87_05205	IX87_RS05075
N0.HOG0001102	OG0001026	n0	A1S_1129	GO593_12540	GO593_RS12540	IX87_05185	IX87_RS05055
N0.HOG0001103	OG0001027	n0	A1S_1130	GO593_12545	GO593_RS12545	IX87_05180	IX87_RS05050
N0.HOG0001104	OG0001028	n0	A1S_1136	GO593_12570	GO593_RS12570	IX87_05155	IX87_RS05025
N0.HOG0001105	OG0001029	n0	A1S_1137	GO593_12575	GO593_RS12575	IX87_05150	IX87_RS05020
N0.HOG0001106	OG0001030	n0	A1S_1138	GO593_12580	GO593_RS12580	IX87_05145	IX87_RS05015
N0.HOG0001107	OG0001031	n0	A1S_1139	GO593_12585	GO593_RS12585	IX87_05140	IX87_RS05010
N0.HOG0001108	OG0001032	n0	A1S_1140	GO593_12590	GO593_RS12590	IX87_05135	IX87_RS05005
N0.HOG0001109	OG0001033	n0	A1S_1141	GO593_12595	GO593_RS12595	IX87_05130	IX87_RS05000
N0.HOG0001110	OG0001034	n0	A1S_1142	GO593_12600	GO593_RS12600	IX87_05125	IX87_RS04995
N0.HOG0001111	OG0001035	n0	A1S_1144	GO593_12655	GO593_RS12655	IX87_02165	IX87_RS02075
N0.HOG0001112	OG0001036	n0	A1S_1175	GO593_12890	GO593_RS12890	IX87_04770	IX87_RS04645
N0.HOG0001113	OG0001037	n0	A1S_1176	GO593_12895	GO593_RS12895	IX87_04765	IX87_RS04640
N0.HOG0001114	OG0001038	n0	A1S_1177	GO593_12900	GO593_RS12900	IX87_04760	IX87_RS04635
N0.HOG0001115	OG0001039	n0	A1S_1178	GO593_12905	GO593_RS12905	IX87_04755	IX87_RS04630
N0.HOG0001116	OG0001040	n0	A1S_1179	GO593_12910	GO593_RS12910	IX87_04750	IX87_RS04625
N0.HOG0001117	OG0001041	n0	A1S_1181	GO593_12925	GO593_RS12925	IX87_04735	IX87_RS04610
N0.HOG0001118	OG0001042	n0	A1S_1182	GO593_12930	GO593_RS12930	IX87_04730	IX87_RS04605
N0.HOG0001119	OG0001043	n0	A1S_1183	GO593_12935	GO593_RS12935	IX87_04725	IX87_RS04600
N0.HOG0001120	OG0001044	n0	A1S_1184	GO593_12940	GO593_RS12940	IX87_04720	IX87_RS04595
N0.HOG0001121	OG0001045	n0	A1S_1185	GO593_12945	GO593_RS12945	IX87_04715	IX87_RS04590
N0.HOG0001122	OG0001046	n0	A1S_1186	GO593_12950	GO593_RS12950	IX87_04710	IX87_RS04585
N0.HOG0001123	OG0001047	n0	A1S_1187	GO593_12955	GO593_RS12955	IX87_04705	IX87_RS04580
N0.HOG0001124	OG0001048	n0	A1S_1189	GO593_12965	GO593_RS12965	IX87_04695	IX87_RS04570
N0.HOG0001125	OG0001049	n0	A1S_1190	GO593_12975	GO593_RS12975	IX87_04685	IX87_RS04560
N0.HOG0001126	OG0001050	n0	A1S_1191	GO593_12980	GO593_RS12980	IX87_04680	IX87_RS04555
N0.HOG0001127	OG0001051	n0	A1S_1193	GO593_12985	GO593_RS12985	IX87_04675	IX87_RS04550
N0.HOG0001128	OG0001052	n0	A1S_1194	GO593_12990	GO593_RS12990	IX87_04670	IX87_RS04545
N0.HOG0001129	OG0001053	n0	A1S_1195	GO593_12995	GO593_RS12995	IX87_04665	IX87_RS04540
N0.HOG0001130	OG0001054	n0	A1S_1196	GO593_13015	GO593_RS13015	IX87_04660	IX87_RS04535
N0.HOG0001131	OG0001055	n0	A1S_1197	GO593_13020	GO593_RS13020	IX87_04655	IX87_RS04530
N0.HOG0001132	OG0001056	n0	A1S_1199	GO593_13025	GO593_RS13025	IX87_04650	IX87_RS04525
N0.HOG0001133	OG0001057	n0	A1S_1202	GO593_13040	GO593_RS13040	IX87_04635	IX87_RS04510
N0.HOG0001134	OG0001058	n0	A1S_1203	GO593_13045	GO593_RS13045	IX87_04630	IX87_RS04505
N0.HOG0001135	OG0001059	n0	A1S_1204	GO593_13050	GO593_RS13050	IX87_04625	IX87_RS04500
N0.HOG0001136	OG0001060	n0	A1S_1205	GO593_13055	GO593_RS13055	IX87_04620	IX87_RS04495
N0.HOG0001137	OG0001061	n0	A1S_1206	GO593_13060	GO593_RS13060	IX87_04615	IX87_RS04490
N0.HOG0001138	OG0001062	n0	A1S_1208	GO593_13065	GO593_RS13065	IX87_04610	IX87_RS04485
N0.HOG0001139	OG0001063	n0	A1S_1210	GO593_13075	GO593_RS13075	IX87_04600	IX87_RS04475
N0.HOG0001140	OG0001064	n0	A1S_1211	GO593_13080	GO593_RS13080	IX87_04595	IX87_RS04470
N0.HOG0001141	OG0001065	n0	A1S_1212	GO593_13085	GO593_RS13085	IX87_04590	IX87_RS04465
N0.HOG0001142	OG0001066	n0	A1S_1213	GO593_13090	GO593_RS13090	IX87_04585	IX87_RS04460
N0.HOG0001143	OG0001067	n0	A1S_1215	GO593_13100	GO593_RS13100	IX87_04575	IX87_RS04450
N0.HOG0001144	OG0001068	n0	A1S_1216	GO593_13105	GO593_RS13105	IX87_04570	IX87_RS04445
N0.HOG0001145	OG0001069	n0	A1S_1218	GO593_13120	GO593_RS13120	IX87_04515	IX87_RS04390
N0.HOG0001146	OG0001070	n0	A1S_1219	GO593_13125	GO593_RS13125	IX87_04510	IX87_RS04385
N0.HOG0001147	OG0001071	n0	A1S_1220	GO593_13140	GO593_RS13140	IX87_04495	IX87_RS04370
N0.HOG0001148	OG0001072	n0	A1S_1221	GO593_13150	GO593_RS13150	IX87_04485	IX87_RS04360
N0.HOG0001149	OG0001073	n0	A1S_1222	GO593_13155	GO593_RS13155	IX87_04480	IX87_RS04355
N0.HOG0001150	OG0001074	n0	A1S_1224	GO593_13165	GO593_RS13165	IX87_04470	IX87_RS04345
N0.HOG0001151	OG0001075	n0	A1S_1225	GO593_13170	GO593_RS13170	IX87_04465	IX87_RS04340
N0.HOG0001152	OG0001076	n0	A1S_1227	GO593_13190	GO593_RS13190	IX87_04445	IX87_RS04320
N0.HOG0001153	OG0001077	n0	A1S_1228	GO593_13195	GO593_RS13195	IX87_04440	IX87_RS04315
N0.HOG0001154	OG0001078	n0	A1S_1229	GO593_13205	GO593_RS13205	IX87_04430	IX87_RS04305
N0.HOG0001155	OG0001079	n0	A1S_1231	GO593_13230	GO593_RS13230	IX87_04410	IX87_RS04285
N0.HOG0001156	OG0001080	n0	A1S_1232	GO593_13235	GO593_RS13235	IX87_04405	IX87_RS04280
N0.HOG0001157	OG0001081	n0	A1S_1233	GO593_13250	GO593_RS13250	IX87_04390	IX87_RS04265
N0.HOG0001158	OG0001082	n0	A1S_1235	GO593_13525	GO593_RS13525	IX87_04375	IX87_RS04250
N0.HOG0001159	OG0001083	n0	A1S_1236	GO593_13530	GO593_RS13530	IX87_04370	IX87_RS04245
N0.HOG0001160	OG0001084	n0	A1S_1237	GO593_13535	GO593_RS13535	IX87_04365	IX87_RS04240
N0.HOG0001161	OG0001085	n0	A1S_1238	GO593_13540	GO593_RS13540	IX87_04360	IX87_RS04235
N0.HOG0001162	OG0001086	n0	A1S_1239	GO593_13545	GO593_RS13545	IX87_04355	IX87_RS04230
N0.HOG0001163	OG0001087	n0	A1S_1240	GO593_13550	GO593_RS13550	IX87_04350	IX87_RS04225
N0.HOG0001164	OG0001088	n0	A1S_1242	GO593_13600	GO593_RS13600	IX87_04340	IX87_RS04215
N0.HOG0001165	OG0001089	n0	A1S_1244	GO593_13610	GO593_RS13610	IX87_04330	IX87_RS04205
N0.HOG0001166	OG0001090	n0	A1S_1245	GO593_13615	GO593_RS13615	IX87_04325	IX87_RS04200
N0.HOG0001167	OG0001091	n0	A1S_1247	GO593_13625	GO593_RS13625	IX87_04315	IX87_RS04190
N0.HOG0001168	OG0001092	n0	A1S_1248	GO593_13630	GO593_RS13630	IX87_04310	IX87_RS04185
N0.HOG0001169	OG0001093	n0	A1S_1249	GO593_13635	GO593_RS13635	IX87_04305	IX87_RS04180
N0.HOG0001170	OG0001094	n0	A1S_1250	GO593_13640	GO593_RS13640	IX87_04300	IX87_RS04175
N0.HOG0001171	OG0001095	n0	A1S_1251	GO593_13645	GO593_RS13645	IX87_04295	IX87_RS04170
N0.HOG0001172	OG0001096	n0	A1S_1253	GO593_13655	GO593_RS13655	IX87_04280	IX87_RS04160
N0.HOG0001173	OG0001097	n0	A1S_1254	GO593_13660	GO593_RS13660	IX87_04275	IX87_RS04155
N0.HOG0001174	OG0001098	n0	A1S_1257	GO593_13675	GO593_RS13675	IX87_04260	IX87_RS04140
N0.HOG0001175	OG0001099	n0	A1S_1258	GO593_13680	GO593_RS13680	IX87_04255	IX87_RS04135
N0.HOG0001176	OG0001100	n0	A1S_1259	GO593_13685	GO593_RS13685	IX87_04205	IX87_RS04090
N0.HOG0001177	OG0001101	n0	A1S_1260	GO593_13690	GO593_RS13690	IX87_04200	IX87_RS04085
N0.HOG0001178	OG0001102	n0	A1S_1261	GO593_13695	GO593_RS13695	IX87_04195	IX87_RS04080
N0.HOG0001179	OG0001103	n0	A1S_1262	GO593_13710	GO593_RS13710	IX87_04185	IX87_RS04070
N0.HOG0001180	OG0001104	n0	A1S_1264	GO593_13720	GO593_RS13720	IX87_04180	IX87_RS04065
N0.HOG0001181	OG0001105	n0	A1S_1265	GO593_13730	GO593_RS13730	IX87_04125	IX87_RS04015
N0.HOG0001182	OG0001106	n0	A1S_1266	GO593_13735	GO593_RS13735	IX87_04115	IX87_RS04010
N0.HOG0001183	OG0001107	n0	A1S_1267	GO593_13740	GO593_RS13740	IX87_04110	IX87_RS04005
N0.HOG0001184	OG0001108	n0	A1S_1268	GO593_13745	GO593_RS13745	IX87_04105	IX87_RS04000
N0.HOG0001185	OG0001109	n0	A1S_1269	GO593_13750	GO593_RS13750	IX87_04100	IX87_RS03995
N0.HOG0001186	OG0001110	n0	A1S_1270	GO593_13755	GO593_RS13755	IX87_04095	IX87_RS03990
N0.HOG0001187	OG0001111	n0	A1S_1271	GO593_13760	GO593_RS13760	IX87_04090	IX87_RS03985
N0.HOG0001188	OG0001112	n0	A1S_1273	GO593_13790	GO593_RS13790	IX87_04060	IX87_RS03955
N0.HOG0001189	OG0001113	n0	A1S_1275	GO593_13800	GO593_RS13800	IX87_04050	IX87_RS03945
N0.HOG0001190	OG0001114	n0	A1S_1276	GO593_13805	GO593_RS13805	IX87_04045	IX87_RS03940
N0.HOG0001191	OG0001115	n0	A1S_1277	GO593_13810	GO593_RS13810	IX87_04040	IX87_RS03935
N0.HOG0001192	OG0001116	n0	A1S_1279	GO593_13815	GO593_RS13815	IX87_04035	IX87_RS03930
N0.HOG0001193	OG0001117	n0	A1S_1280	GO593_13820	GO593_RS13820	IX87_04030	IX87_RS03925
N0.HOG0001194	OG0001118	n0	A1S_1282	GO593_13835	GO593_RS13835	IX87_04010	IX87_RS03905
N0.HOG0001195	OG0001119	n0	A1S_1283	GO593_13840	GO593_RS13840	IX87_04005	IX87_RS03900
N0.HOG0001196	OG0001120	n0	A1S_1284	GO593_13845	GO593_RS13845	IX87_04000	IX87_RS03895
N0.HOG0001197	OG0001121	n0	A1S_1285	GO593_13850	GO593_RS13850	IX87_03995	IX87_RS03890
N0.HOG0001198	OG0001122	n0	A1S_1286	GO593_13855	GO593_RS13855	IX87_03990	IX87_RS03885
N0.HOG0001199	OG0001123	n0	A1S_1292	GO593_13865	GO593_RS13865	IX87_03980	IX87_RS03875
N0.HOG0001200	OG0001124	n0	A1S_1295	GO593_13875	GO593_RS13875	IX87_03970	IX87_RS03865
N0.HOG0001201	OG0001125	n0	A1S_1296	GO593_13880	GO593_RS13880	IX87_03965	IX87_RS03860
N0.HOG0001202	OG0001126	n0	A1S_1297	GO593_13885	GO593_RS13885	IX87_03960	IX87_RS03855
N0.HOG0001203	OG0001127	n0	A1S_1299	GO593_13890	GO593_RS13890	IX87_03955	IX87_RS03850
N0.HOG0001204	OG0001128	n0	A1S_1300	GO593_13895	GO593_RS13895	IX87_03950	IX87_RS03845
N0.HOG0001205	OG0001129	n0	A1S_1301	GO593_13900	GO593_RS13900	IX87_03945	IX87_RS03840
N0.HOG0001206	OG0001130	n0	A1S_1302	GO593_13905	GO593_RS13905	IX87_03940	IX87_RS03835
