HOG	OG	Gene Tree Parent Clade	Acinetobacter_baumannii_19606	Acinetobacter_baumannii_AB030	Acinetobacter_baumannii_AB5075_UW	Acinetobacter_baumannii_ATCC_17978	Escherichia_coli_BW25113	Escherichia_coli_MG1655	Pseudomonas_aeruginosa_PAO1
N0.HOG0000582	OG0000515	n0	GO593_17565	IX87_21215	ABUW_1772	HKO16_10150	BW25113_2416	b2416	PA3562, PA3760
N0.HOG0000583	OG0000516	n0	GO593_17815	IX87_21745	ABUW_1722	HKO16_10395	BW25113_1611	b1611	PA4470, PA0854
N0.HOG0000584	OG0000517	n0	GO593_17860	IX87_21790	ABUW_1713	HKO16_10440	BW25113_0827	b0827	PA3914, PA3028
N0.HOG0000585	OG0000518	n0	GO593_17880	IX87_21810	ABUW_1709	HKO16_10460	BW25113_0781	b0781	PA1505, PA3870
N0.HOG0000586	OG0000519	n0	GO593_17895	IX87_21825	ABUW_1706	HKO16_10475	BW25113_2206	b2206	PA1779, PA1174
N0.HOG0000587	OG0000520	n0	GO593_17955	IX87_21915	ABUW_1694	HKO16_10535	BW25113_2536	b2536	PA1682, PA2068
N0.HOG0000588	OG0000521	n0	GO593_18030	IX87_06245	ABUW_1678	HKO16_10965	BW25113_0846	b0846	PA0243, PA3699
N0.HOG0000589	OG0000522	n0	GO593_18070	IX87_06285	ABUW_1670	HKO16_11005	BW25113_1798	b1798	PA4757, PA0417
N0.HOG0000590	OG0000523	n0	GO593_18085	IX87_06300		HKO16_11020	BW25113_3508	b3508	PA4635, PA2558, PA2148
N0.HOG0000591	OG0000524	n0	GO593_18090	IX87_06305	ABUW_1666	HKO16_11025	BW25113_4242	b4242	PA4825, PA1429
N0.HOG0000592	OG0000525	n0	GO593_18270	IX87_06490	ABUW_1621	HKO16_11215	BW25113_3588	b3588	PA4022, PA1984
N0.HOG0000593	OG0000526	n0	GO593_18520	IX87_06750	ABUW_1567	HKO16_11465	BW25113_1211	b1211	PA4665, PA5470
N0.HOG0000594	OG0000527	n0	GO593_18595	IX87_06825	ABUW_1552	HKO16_11540	BW25113_0431	b0431	PA0106, PA1318
N0.HOG0000595	OG0000528	n0	GO593_18610	IX87_06840	ABUW_1549	HKO16_11555	BW25113_0428	b0428	PA0113, PA1321
N0.HOG0000596	OG0000529	n0		IX87_13565	ABUW_0174	HKO16_17435	BW25113_3103, BW25113_3104	b3103, b3104	PA0563
N0.HOG0000597	OG0000530	n0			ABUW_4086, ABUW_4089		BW25113_0256, BW25113_4284, BW25113_1404	b0256, b4284, b1404	
N0.HOG0000598	OG0000531	n0					BW25113_0532, BW25113_0940, BW25113_4317	b0532, b0940, b1505, b4317	PA0994
N0.HOG0000599	OG0000532	n0					BW25113_0535	b0535	PA1980, PA4196, PA0601, PA0034, PA3948, PA3045
N0.HOG0000600	OG0000533	n0					BW25113_4305, BW25113_2384, BW25113_3898	b4305, b2384, b3898	PA3461, PA2172
N0.HOG0000601	OG0000534	n0							PA4036, PA4102, PA3191, PA4380, PA4117, PA3206, PA0930, PA2687
N0.HOG0000602	OG0000535	n0							PA3336, PA2933, PA5548, PA3773, PA4096, PA3303, PA2314, PA2092
N0.HOG0000603	OG0000536	n0	GO593_00055	IX87_07200	ABUW_1465	HKO16_11875	BW25113_2663	b2663	PA0129
N0.HOG0000604	OG0000537	n0	GO593_00115	IX87_07335	ABUW_1453	HKO16_11935	BW25113_3064	b3064	PA0580
N0.HOG0000605	OG0000538	n0	GO593_00120	IX87_07340	ABUW_1452	HKO16_11940	BW25113_3065	b3065	PA0579
N0.HOG0000606	OG0000539	n0	GO593_00150	IX87_07370	ABUW_1446	HKO16_11970	BW25113_2312	b2312	PA3108
N0.HOG0000607	OG0000540	n0	GO593_00155	IX87_07375	ABUW_1445	HKO16_11975	BW25113_2313	b2313	PA3109
N0.HOG0000608	OG0000541	n0	GO593_00160	IX87_07380	ABUW_1444	HKO16_11980	BW25113_0945	b0945	PA3050
N0.HOG0000609	OG0000542	n0	GO593_00180	IX87_07400	ABUW_1381	HKO16_12000	BW25113_3608	b3608	PA1614
N0.HOG0000610	OG0000543	n0	GO593_00185	IX87_07405	ABUW_1380	HKO16_12005	BW25113_1765	b1765	PA3208
N0.HOG0000611	OG0000544	n0	GO593_00195	IX87_07415	ABUW_1378	HKO16_12015	BW25113_3780	b3780	PA3861
N0.HOG0000612	OG0000545	n0	GO593_00210	IX87_07430	ABUW_1375	HKO16_12030	BW25113_3461	b3461	PA0376
N0.HOG0000613	OG0000546	n0	GO593_00215	IX87_07435	ABUW_1374	HKO16_12035	BW25113_2807	b2807	PA0379
N0.HOG0000614	OG0000547	n0	GO593_00235	IX87_07455	ABUW_1371	HKO16_12055	BW25113_0006	b0006	PA3539
N0.HOG0000615	OG0000548	n0	GO593_00265	IX87_07485	ABUW_1365	HKO16_12110	BW25113_2599	b2599	PA3166
N0.HOG0000616	OG0000549	n0	GO593_00285	IX87_07505	ABUW_1361	HKO16_12130	BW25113_0800	b0800	PA2609
N0.HOG0000617	OG0000550	n0	GO593_00290	IX87_07510	ABUW_1360	HKO16_12135	BW25113_1777	b1777	PA3085
N0.HOG0000618	OG0000551	n0	GO593_00295	IX87_07515	ABUW_1359	HKO16_12140	BW25113_2615	b2615	PA3088
N0.HOG0000619	OG0000552	n0	GO593_00300	IX87_07520	ABUW_1358	HKO16_12145	BW25113_0149	b0149	PA4700
N0.HOG0000620	OG0000553	n0	GO593_00330	IX87_07550	ABUW_1352	HKO16_12175	BW25113_3024	b3024	PA0320
N0.HOG0000621	OG0000554	n0	GO593_00345	IX87_07565	ABUW_1349	HKO16_12190	BW25113_0195	b0195	PA3388
N0.HOG0000622	OG0000555	n0	GO593_00365	IX87_07585	ABUW_1345	HKO16_12210	BW25113_2081	b2081	PA5440
N0.HOG0000623	OG0000556	n0	GO593_00375	IX87_07595	ABUW_1343	HKO16_12220	BW25113_0543	b0543	PA4990
N0.HOG0000624	OG0000557	n0	GO593_00450	IX87_10415, IX87_01950, IX87_07675	ABUW_1326		BW25113_0555	b0555	
N0.HOG0000625	OG0000558	n0	GO593_00695	IX87_10590, IX87_02145, IX87_18620	ABUW_1271, ABUW_0752	HKO16_08100			
N0.HOG0000626	OG0000559	n0	GO593_00805	IX87_07925	ABUW_1248	HKO16_12295	BW25113_0127	b0127	PA2812
N0.HOG0000627	OG0000560	n0	GO593_00810	IX87_07930	ABUW_1247	HKO16_12300	BW25113_0128	b0128	PA2811
N0.HOG0000628	OG0000561	n0	GO593_00815	IX87_07935	ABUW_1246	HKO16_12305	BW25113_2794	b2794	PA2806
N0.HOG0000629	OG0000562	n0	GO593_00825	IX87_07945	ABUW_1244	HKO16_12315	BW25113_0634	b0634	PA4002
N0.HOG0000630	OG0000563	n0	GO593_00865	IX87_07985	ABUW_1236	HKO16_12355	BW25113_0170	b0170	PA3655
N0.HOG0000631	OG0000564	n0	GO593_00870	IX87_07990	ABUW_1235	HKO16_12360	BW25113_0169	b0169	PA3656
N0.HOG0000632	OG0000565	n0	GO593_00885	IX87_08005	ABUW_1232	HKO16_12375			PA3877, PA0811, PA1783
N0.HOG0000633	OG0000566	n0	GO593_00890	IX87_08010	ABUW_1231	HKO16_12380	BW25113_3547	b3547	PA1286
N0.HOG0000634	OG0000567	n0	GO593_00895	IX87_08020	ABUW_1229	HKO16_12385	BW25113_3962	b3962	PA2991
N0.HOG0000635	OG0000568	n0	GO593_00905	IX87_08030	ABUW_1227	HKO16_12395	BW25113_0221	b0221	PA2815
N0.HOG0000636	OG0000569	n0	GO593_00925	IX87_08050	ABUW_1223	HKO16_12415	BW25113_3941	b3941	PA0430
N0.HOG0000637	OG0000570	n0	GO593_00930	IX87_08055	ABUW_1222	HKO16_12420	BW25113_2946	b2946	PA0419
N0.HOG0000638	OG0000571	n0	GO593_00940	IX87_08065	ABUW_1220	HKO16_12430	BW25113_2463	b2463	PA5046
N0.HOG0000639	OG0000572	n0	GO593_00945	IX87_08070	ABUW_1219	HKO16_12435	BW25113_3056	b3056	PA0584
N0.HOG0000640	OG0000573	n0	GO593_00950	IX87_08075	ABUW_1218	HKO16_12440	BW25113_3235	b3235	PA4446
N0.HOG0000641	OG0000574	n0	GO593_00955	IX87_08080	ABUW_1217	HKO16_12445	BW25113_0710	b0710	PA4445
N0.HOG0000642	OG0000575	n0	GO593_00960	IX87_08085	ABUW_1216	HKO16_12450	BW25113_1656	b1656	PA4366
N0.HOG0000643	OG0000576	n0	GO593_00995	IX87_08120	ABUW_1209	HKO16_12485	BW25113_4040	b4040	PA5358
N0.HOG0000644	OG0000577	n0	GO593_01005	IX87_08130	ABUW_1207	HKO16_12495	BW25113_3870	b3870	PA5119
N0.HOG0000645	OG0000578	n0	GO593_01020	IX87_08525	ABUW_1204	HKO16_12510	BW25113_3360	b3360	PA0649
N0.HOG0000646	OG0000579	n0	GO593_01035	IX87_08540	ABUW_1201	HKO16_12525	BW25113_1263	b1263	PA0650
N0.HOG0000647	OG0000580	n0	GO593_01040	IX87_08545	ABUW_1200	HKO16_12530	BW25113_1262	b1262	PA0651
N0.HOG0000648	OG0000581	n0	GO593_01050	IX87_08555	ABUW_1198	HKO16_12540	BW25113_2875	b2875	PA1522
N0.HOG0000649	OG0000582	n0	GO593_01055	IX87_08560	ABUW_1197	HKO16_12545	BW25113_2866	b2866	PA1523
N0.HOG0000650	OG0000583	n0	GO593_01060	IX87_08565	ABUW_1196	HKO16_12550	BW25113_2868	b2868	PA1524
N0.HOG0000651	OG0000584	n0	GO593_01070	IX87_08585	ABUW_1194	HKO16_12560	BW25113_4150	b4150	PA4110
N0.HOG0000652	OG0000585	n0	GO593_01090	IX87_08605	ABUW_1190	HKO16_12580	BW25113_3997	b3997	PA5034
N0.HOG0000653	OG0000586	n0	GO593_01195	IX87_08710	ABUW_1167	HKO16_12685	BW25113_3346	b3346	PA3864
N0.HOG0000654	OG0000587	n0	GO593_01245	IX87_08770	ABUW_1141	HKO16_12815	BW25113_4147	b4147	PA2851
N0.HOG0000655	OG0000588	n0	GO593_01265	IX87_08790	ABUW_1137	HKO16_12835	BW25113_3936	b3936	PA5049
N0.HOG0000656	OG0000589	n0	GO593_01270	IX87_08795	ABUW_1136	HKO16_12840	BW25113_2410	b2410	PA2026
N0.HOG0000657	OG0000590	n0	GO593_01285	IX87_08810	ABUW_1133	HKO16_12855	BW25113_0955	b0955	PA4576
N0.HOG0000658	OG0000591	n0	GO593_01300	IX87_08825	ABUW_1130	HKO16_12870	BW25113_2744	b2744	PA3625
N0.HOG0000659	OG0000592	n0	GO593_01320	IX87_08845	ABUW_1126	HKO16_12890	BW25113_3279	b3279	PA0066
N0.HOG0000660	OG0000593	n0	GO593_01325	IX87_08850	ABUW_1125	HKO16_12895	BW25113_1134	b1134	PA2625
N0.HOG0000661	OG0000594	n0	GO593_01330	IX87_08855	ABUW_1124	HKO16_12900	BW25113_1133	b1133	PA2626
N0.HOG0000662	OG0000595	n0	GO593_01335	IX87_08860	ABUW_1123	HKO16_12905	BW25113_1132	b1132	PA2627
N0.HOG0000663	OG0000596	n0	GO593_01340	IX87_08865	ABUW_1122	HKO16_12910	BW25113_1131	b1131	PA2629
N0.HOG0000664	OG0000597	n0	GO593_01355	IX87_08880	ABUW_1119	HKO16_12925	BW25113_1272	b1272	PA1832
N0.HOG0000665	OG0000598	n0	GO593_01360	IX87_08885	ABUW_1118	HKO16_12930	BW25113_3725	b3725	PA5366
N0.HOG0000666	OG0000599	n0	GO593_01365	IX87_08890	ABUW_1117	HKO16_12935	BW25113_3726	b3726	PA5367
N0.HOG0000667	OG0000600	n0	GO593_01370	IX87_08895	ABUW_1116	HKO16_12940	BW25113_3727	b3727	PA5368
N0.HOG0000668	OG0000601	n0	GO593_01460	IX87_08985	ABUW_1098	HKO16_13030	BW25113_0154	b0154	PA3977
N0.HOG0000669	OG0000602	n0	GO593_01475	IX87_09000	ABUW_1085	HKO16_13045	BW25113_3054	b3054	PA5209
N0.HOG0000670	OG0000603	n0	GO593_01490	IX87_09015	ABUW_1082	HKO16_13060			PA5474, PA0371, PA0372
N0.HOG0000671	OG0000604	n0	GO593_01510	IX87_09035	ABUW_1078	HKO16_13080	BW25113_4332	b4332	PA1412
N0.HOG0000672	OG0000605	n0	GO593_01530	IX87_09050	ABUW_1074	HKO16_13100	BW25113_1136	b1136	PA2623
N0.HOG0000673	OG0000606	n0	GO593_01535	IX87_09055	ABUW_1073	HKO16_13105	BW25113_1135	b1135	PA3968
N0.HOG0000674	OG0000607	n0	GO593_01555	IX87_09075	ABUW_1069	HKO16_13125	BW25113_1109	b1109	PA4538
N0.HOG0000675	OG0000608	n0	GO593_01560	IX87_09080	ABUW_1068	HKO16_13130	BW25113_3349	b3349	PA0837
N0.HOG0000676	OG0000609	n0	GO593_01565	IX87_09085	ABUW_1067	HKO16_13135	BW25113_0708	b0708	PA4660
N0.HOG0000677	OG0000610	n0	GO593_01615	IX87_09135	ABUW_1057	HKO16_13185	BW25113_3260	b3260	PA4852
N0.HOG0000678	OG0000611	n0	GO593_01620	IX87_09140	ABUW_1056	HKO16_13190	BW25113_0378	b0378	PA2695
N0.HOG0000679	OG0000612	n0	GO593_01630	IX87_09150	ABUW_1054	HKO16_13200	BW25113_0242	b0242	PA4565
N0.HOG0000680	OG0000613	n0	GO593_01635	IX87_09155	ABUW_1053	HKO16_13205	BW25113_3183	b3183	PA4566
N0.HOG0000681	OG0000614	n0	GO593_01665	IX87_09195	ABUW_1047	HKO16_13235	BW25113_0779	b0779	PA3138
N0.HOG0000682	OG0000615	n0	GO593_01725	IX87_09240	ABUW_1038	HKO16_13295	BW25113_1539	b1539	PA4907
N0.HOG0000683	OG0000616	n0	GO593_01735	IX87_09250	ABUW_1036	HKO16_13305	BW25113_2564	b2564	PA0773
N0.HOG0000684	OG0000617	n0	GO593_01740	IX87_09255	ABUW_1035	HKO16_13310	BW25113_2565	b2565	PA0772
N0.HOG0000685	OG0000618	n0	GO593_01750	IX87_09265	ABUW_1033	HKO16_13320	BW25113_2566	b2566	PA0771
N0.HOG0000686	OG0000619	n0	GO593_01755	IX87_09270	ABUW_1032	HKO16_13325	BW25113_2567	b2567	PA0770
N0.HOG0000687	OG0000620	n0	GO593_01770	IX87_09285	ABUW_1029	HKO16_13340	BW25113_2569	b2569	PA0767
N0.HOG0000688	OG0000621	n0	GO593_01785	IX87_09300	ABUW_1026	HKO16_13360	BW25113_2574	b2574	PA0761
N0.HOG0000689	OG0000622	n0	GO593_01795	IX87_09310	ABUW_1024	HKO16_13370	BW25113_1098	b1098	PA2962
N0.HOG0000690	OG0000623	n0	GO593_01800	IX87_09315	ABUW_1023	HKO16_13375	BW25113_1097	b1097	PA2963
N0.HOG0000691	OG0000624	n0	GO593_01805	IX87_09320	ABUW_1022	HKO16_13380	BW25113_1096	b1096	PA2964
N0.HOG0000692	OG0000625	n0	GO593_01820	IX87_09335	ABUW_1019	HKO16_13395	BW25113_2424	b2424	PA0282
N0.HOG0000693	OG0000626	n0	GO593_01825	IX87_09340	ABUW_1018	HKO16_13400	BW25113_2423	b2423	PA0281
N0.HOG0000694	OG0000627	n0	GO593_01830	IX87_09345	ABUW_1017	HKO16_13405	BW25113_2422	b2422	PA0280
N0.HOG0000695	OG0000628	n0	GO593_01850	IX87_09365	ABUW_1013	HKO16_13425	BW25113_2777	b2777	PA0975
N0.HOG0000696	OG0000629	n0	GO593_01855	IX87_09370	ABUW_1012	HKO16_13430	BW25113_0444	b0444	PA0976
N0.HOG0000697	OG0000630	n0	GO593_01870	IX87_09385	ABUW_1009	HKO16_13445	BW25113_2480	b2480	PA1008
N0.HOG0000698	OG0000631	n0	GO593_01900	IX87_09420	ABUW_1002	HKO16_13645	BW25113_2557	b2557	PA3763
N0.HOG0000699	OG0000632	n0	GO593_01910	IX87_09430	ABUW_1000	HKO16_13655	BW25113_1861	b1861	PA0966
N0.HOG0000700	OG0000633	n0	GO593_01915	IX87_09435	ABUW_0999	HKO16_13660	BW25113_1860	b1860	PA0967
N0.HOG0000701	OG0000634	n0	GO593_01925	IX87_09445	ABUW_0997	HKO16_13670	BW25113_0736	b0736	PA0968
N0.HOG0000702	OG0000635	n0	GO593_01935	IX87_09455	ABUW_0995	HKO16_13680	BW25113_0738	b0738	PA0970
N0.HOG0000703	OG0000636	n0	GO593_01945	IX87_09465	ABUW_0993	HKO16_13690	BW25113_0740	b0740	PA0972
N0.HOG0000704	OG0000637	n0	GO593_01950	IX87_09470	ABUW_0992	HKO16_13695	BW25113_0741	b0741	PA0973
N0.HOG0000705	OG0000638	n0	GO593_01960	IX87_09480	ABUW_0990	HKO16_13705	BW25113_4232	b4232	PA5110
N0.HOG0000706	OG0000639	n0	GO593_01995	IX87_09525	ABUW_0983	HKO16_13740	BW25113_2496	b2496	PA0947
N0.HOG0000707	OG0000640	n0	GO593_02000	IX87_09530	ABUW_0982	HKO16_13745	BW25113_2493	b2493	PA1007
N0.HOG0000708	OG0000641	n0	GO593_02005	IX87_09535	ABUW_0981	HKO16_13750	BW25113_2499	b2499	PA0945
N0.HOG0000709	OG0000642	n0	GO593_02010	IX87_09540	ABUW_0980	HKO16_13755	BW25113_2500	b2500	PA0944
N0.HOG0000710	OG0000643	n0	GO593_02020	IX87_09550	ABUW_0978	HKO16_13765	BW25113_1766	b1766	PA2973
N0.HOG0000711	OG0000644	n0	GO593_02030	IX87_09560	ABUW_0976	HKO16_13775	BW25113_0913	b0913	PA2984
N0.HOG0000712	OG0000645	n0	GO593_02035	IX87_09565	ABUW_0975	HKO16_13780	BW25113_1117	b1117	PA2987
N0.HOG0000713	OG0000646	n0	GO593_02050	IX87_09580	ABUW_0972	HKO16_13795	BW25113_0387	b0387	PA5247
N0.HOG0000714	OG0000647	n0	GO593_02060	IX87_09590	ABUW_0969	HKO16_13810	BW25113_0907	b0907	PA3167
N0.HOG0000715	OG0000648	n0	GO593_02090	IX87_09620	ABUW_0963	HKO16_13840	BW25113_2351	b2351	PA4819
N0.HOG0000716	OG0000649	n0	GO593_02105	IX87_09635	ABUW_0960	HKO16_13855	BW25113_2231	b2231	PA3168
N0.HOG0000717	OG0000650	n0	GO593_02140	IX87_09660	ABUW_0954	HKO16_13880	BW25113_3809	b3809	PA5278
N0.HOG0000718	OG0000651	n0	GO593_02160	IX87_09680	ABUW_0950	HKO16_13900	BW25113_4389	b4389	PA4609
N0.HOG0000719	OG0000652	n0	GO593_02175	IX87_09695	ABUW_0947	HKO16_13915	BW25113_2320	b2320	PA1375
N0.HOG0000720	OG0000653	n0	GO593_02185	IX87_09705	ABUW_0945	HKO16_13925	BW25113_3895	b3895	PA5180
N0.HOG0000721	OG0000654	n0	GO593_02190	IX87_09710	ABUW_0944	HKO16_13930	BW25113_1501	b1501	PA5181
N0.HOG0000722	OG0000655	n0	GO593_02195	IX87_09715	ABUW_0943	HKO16_13935	BW25113_3124	b3124	PA1052
N0.HOG0000723	OG0000656	n0	GO593_02200	IX87_09720	ABUW_0942	HKO16_13940			PA2766, PA3133, PA4831
N0.HOG0000724	OG0000657	n0	GO593_02210	IX87_09730	ABUW_0940	HKO16_13950	BW25113_1008	b1008	PA5190
N0.HOG0000725	OG0000658	n0	GO593_02250	IX87_09805	ABUW_0929	HKO16_14030	BW25113_3406	b3406	PA2859
N0.HOG0000726	OG0000659	n0	GO593_02265	IX87_09820	ABUW_0926	HKO16_14045	BW25113_1344	b1344	PA1192
N0.HOG0000727	OG0000660	n0	GO593_02275	IX87_09830	ABUW_0924	HKO16_14055	BW25113_1829	b1829	PA2830
N0.HOG0000728	OG0000661	n0	GO593_02300	IX87_09855	ABUW_0919	HKO16_14080	BW25113_4042	b4042	PA3603
N0.HOG0000729	OG0000662	n0	GO593_02305	IX87_09860	ABUW_0918	HKO16_14085	BW25113_4143	b4143	PA4385
N0.HOG0000730	OG0000663	n0	GO593_02310	IX87_09865	ABUW_0917	HKO16_14090	BW25113_4142	b4142	PA4386
N0.HOG0000731	OG0000664	n0	GO593_02360	IX87_09915	ABUW_0907	HKO16_14135	BW25113_0529	b0529	PA1796
N0.HOG0000732	OG0000665	n0	GO593_02395	IX87_09955	ABUW_0900	HKO16_14170	BW25113_3177	b3177	PA4750
N0.HOG0000733	OG0000666	n0	GO593_02405	IX87_09965	ABUW_0898	HKO16_14180	BW25113_3179	b3179	PA4752
N0.HOG0000734	OG0000667	n0	GO593_02410	IX87_09970	ABUW_0897	HKO16_14185	BW25113_3180	b3180	PA4753
N0.HOG0000735	OG0000668	n0	GO593_02425	IX87_09985	ABUW_0894	HKO16_14200	BW25113_0032	b0032	PA4758
N0.HOG0000736	OG0000669	n0	GO593_02430	IX87_09990	ABUW_0893	HKO16_14205	BW25113_0033	b0033	PA4756
N0.HOG0000737	OG0000670	n0	GO593_02435	IX87_09995	ABUW_0892	HKO16_14210	BW25113_3181	b3181	PA4755
N0.HOG0000738	OG0000671	n0	GO593_02450	IX87_10010	ABUW_0889	HKO16_14235	BW25113_0454	b0454	PA4392
N0.HOG0000739	OG0000672	n0	GO593_02480	IX87_10065	ABUW_0883	HKO16_14265	BW25113_2475	b2475	PA4717
N0.HOG0000740	OG0000673	n0	GO593_02485	IX87_10070	ABUW_0882	HKO16_14270	BW25113_1958	b1958	PA1857
N0.HOG0000741	OG0000674	n0	GO593_02490	IX87_10075	ABUW_0881	HKO16_14275	BW25113_3384	b3384	PA4439
N0.HOG0000742	OG0000675	n0	GO593_02495	IX87_10080	ABUW_0876	HKO16_14280	BW25113_0729	b0729	PA1589
N0.HOG0000743	OG0000676	n0	GO593_02500	IX87_10085	ABUW_0875	HKO16_14285	BW25113_0728	b0728	PA1588
N0.HOG0000744	OG0000677	n0	GO593_02515	IX87_10100	ABUW_0872	HKO16_14300	BW25113_0726	b0726	PA1585
N0.HOG0000745	OG0000678	n0	GO593_02530	IX87_10105	ABUW_0871	HKO16_14315	BW25113_0724	b0724	PA1584
N0.HOG0000746	OG0000679	n0	GO593_02535	IX87_10110	ABUW_0870	HKO16_14320	BW25113_0723	b0723	PA1583
N0.HOG0000747	OG0000680	n0	GO593_02540	IX87_10115	ABUW_0869	HKO16_14325	BW25113_0722	b0722	PA1582
N0.HOG0000748	OG0000681	n0	GO593_02545	IX87_10120	ABUW_0868	HKO16_14330	BW25113_0721	b0721	PA1581
N0.HOG0000749	OG0000682	n0	GO593_02550	IX87_10125	ABUW_0867	HKO16_14335	BW25113_0720	b0720	PA1580
N0.HOG0000750	OG0000683	n0	GO593_02560	IX87_10135	ABUW_0865	HKO16_14345	BW25113_1055	b1055	PA0858
N0.HOG0000751	OG0000684	n0	GO593_02580	IX87_10155	ABUW_0862	HKO16_14365	BW25113_3067	b3067	PA0576
N0.HOG0000752	OG0000685	n0	GO593_02585	IX87_10160	ABUW_0861	HKO16_14370	BW25113_0631	b0631	PA3998
N0.HOG0000753	OG0000686	n0	GO593_02590	IX87_10165	ABUW_0860	HKO16_14375	BW25113_0630	b0630	PA3997
N0.HOG0000754	OG0000687	n0	GO593_02620	IX87_10195	ABUW_0854	HKO16_14405	BW25113_3606	b3606	PA5127
N0.HOG0000755	OG0000688	n0	GO593_02630	IX87_10205	ABUW_0852	HKO16_14415	BW25113_0893	b0893	PA2612
N0.HOG0000756	OG0000689	n0	GO593_02640	IX87_10215	ABUW_0850	HKO16_14425	BW25113_0891	b0891	PA2614
N0.HOG0000757	OG0000690	n0	GO593_02645	IX87_10220	ABUW_0849	HKO16_14430	BW25113_3185	b3185	PA4567
N0.HOG0000758	OG0000691	n0	GO593_02650	IX87_10225	ABUW_0848	HKO16_14435	BW25113_3186	b3186	PA4568
N0.HOG0000759	OG0000692	n0	GO593_02660	IX87_10240	ABUW_0847	HKO16_14445	BW25113_3187	b3187	PA4569
N0.HOG0000760	OG0000693	n0	GO593_02715	IX87_10295	ABUW_0836	HKO16_14500	BW25113_4258	b4258	PA3834
N0.HOG0000761	OG0000694	n0	GO593_02805	IX87_10385	ABUW_0819	HKO16_14585	BW25113_0421	b0421	PA4043
N0.HOG0000762	OG0000695	n0	GO593_02810	IX87_10390	ABUW_0818	HKO16_14590	BW25113_0769	b0769	PA0793
N0.HOG0000763	OG0000696	n0	GO593_02840	IX87_10680	ABUW_0729	HKO16_14620	BW25113_3057	b3057	PA1959
N0.HOG0000764	OG0000697	n0	GO593_02875	IX87_10720	ABUW_0722	HKO16_14655	BW25113_2762	b2762	PA1756
N0.HOG0000765	OG0000698	n0	GO593_02890	IX87_10735	ABUW_0719	HKO16_14670	BW25113_3247	b3247	PA4477
N0.HOG0000766	OG0000699	n0	GO593_02895	IX87_10740	ABUW_0718	HKO16_14675	BW25113_3248	b3248	PA4478
N0.HOG0000767	OG0000700	n0	GO593_02900	IX87_10745	ABUW_0717	HKO16_14680	BW25113_3249	b3249	PA4479
N0.HOG0000768	OG0000701	n0	GO593_02905	IX87_10750	ABUW_0716	HKO16_14685	BW25113_3250	b3250	PA4480
N0.HOG0000769	OG0000702	n0	GO593_02910	IX87_10755	ABUW_0715	HKO16_14690	BW25113_3251	b3251	PA4481
N0.HOG0000770	OG0000703	n0	GO593_03000	IX87_10865	ABUW_0698	HKO16_14785	BW25113_2764	b2764	PA4513
N0.HOG0000771	OG0000704	n0	GO593_03060	IX87_10925	ABUW_0686	HKO16_14845	BW25113_2472	b2472	PA1162
N0.HOG0000772	OG0000705	n0	GO593_03110	IX87_10975	ABUW_0674	HKO16_14895	BW25113_0194	b0194	PA0956
N0.HOG0000773	OG0000706	n0	GO593_03115	IX87_10980	ABUW_0673	HKO16_14900	BW25113_2080	b2080	PA0329
N0.HOG0000774	OG0000707	n0	GO593_03120	IX87_10985	ABUW_0669	HKO16_14905	BW25113_4108	b4108	PA0128
N0.HOG0000775	OG0000708	n0	GO593_03125	IX87_10990	ABUW_0668	HKO16_14910	BW25113_1792	b1792	PA1065
N0.HOG0000776	OG0000709	n0	GO593_03135	IX87_11000	ABUW_0666	HKO16_14920	BW25113_2898	b2898	PA0759
N0.HOG0000777	OG0000710	n0	GO593_03160	IX87_11025	ABUW_0661	HKO16_14945	BW25113_1451	b1451	PA2289
N0.HOG0000778	OG0000711	n0	GO593_03170	IX87_11035	ABUW_0659	HKO16_14955	BW25113_3635	b3635	PA0357
N0.HOG0000779	OG0000712	n0	GO593_03185	IX87_11050	ABUW_0656	HKO16_14970	BW25113_3291	b3291	PA4614
N0.HOG0000780	OG0000713	n0	GO593_03190	IX87_11055	ABUW_0655	HKO16_14975	BW25113_3871	b3871	PA5117
N0.HOG0000781	OG0000714	n0	GO593_03200	IX87_11065	ABUW_0653	HKO16_14985	BW25113_4371	b4371	PA4627
N0.HOG0000782	OG0000715	n0	GO593_03205	IX87_11070	ABUW_0652	HKO16_14990	BW25113_2156	b2156	PA4628
N0.HOG0000783	OG0000716	n0	GO593_03230	IX87_11100	ABUW_0646	HKO16_15020	BW25113_4107	b4107	PA1353
N0.HOG0000784	OG0000717	n0	GO593_03300	IX87_11185	ABUW_0632	HKO16_15090	BW25113_2899	b2899	PA4833
N0.HOG0000785	OG0000718	n0	GO593_03315	IX87_11200	ABUW_0629	HKO16_15105	BW25113_0098	b0098	PA4403
N0.HOG0000786	OG0000719	n0	GO593_03340	IX87_11225	ABUW_0624	HKO16_15130	BW25113_2315	b2315	PA3111
N0.HOG0000787	OG0000720	n0	GO593_03345	IX87_11230	ABUW_0623	HKO16_15135	BW25113_2316	b2316	PA3112
N0.HOG0000788	OG0000721	n0	GO593_03350	IX87_11235	ABUW_0622	HKO16_15140	BW25113_1260	b1260	PA0035
N0.HOG0000789	OG0000722	n0	GO593_03375	IX87_11260	ABUW_0617	HKO16_15165	BW25113_1261	b1261	PA0036
N0.HOG0000790	OG0000723	n0	GO593_03385	IX87_11270	ABUW_0615	HKO16_15175	BW25113_3966	b3966	PA1271
